requirement,degree,departmentName,workLocation,workExperience,secondCategory,firstCategory,name,description,shareLinkPcWechat
1、扎实的产品基本功，3年以上互联网产品经验，良好的需求分析与产品设计能力，可产出MRD\PRD等标准产品文档；2、有业务owner精神，擅长业务分析与商业思考，能很好地把控当前业务下产品优先级；3、逻辑性强，沟通能力强，横向沟通能力强；4、有零售、广告、O2O、电商等产品经验者优先。,本科,菜鸟-产品部-驿站产品-末端商业化,杭州,五年以上,用户型,产品类,菜鸟-驿站新零售产品专家-杭州,基于菜鸟末端数十万触点，菜鸟网络数以亿计的触达人群，打造商业化产品体系，为广大淘系商家和消费者提供新零售、广告营销、O2O等服务。1、以业务产品视角，打造从商家到消费者的末端商业化产品体系；2、搭建业务产品链路，包括但不限于新零售、广告营销、O2O、IOT领域等；3、根据运营情况持续优化产品，并协调相关业务部门紧密合作，驱动项目实施和落地；4、跟进和把控产品进度，对产品体验负责，定期对产品作市场和客户调研，对市场的反馈进行总结分析，洞察行业格局。,http://alibaba.tupu360.com/social/position?pCode=QRoStQaB6ToX240ow2mHcw%3D%3D
1、学习能力强，善于洞悉客户和业务需求，快速破局，推进变化；2、沟通协调能力强，具备良好的人际沟通力及项目管理能力，抗压性强，能协调多方资源，推进项目发展； 3、具备一定的业务抽象能力，能将具体冗繁的业务需求整合提炼，抽象，保障能力建设的同时，能够适配平台多业务场景的需要，并具有拓展性；4、超过3年互联网或经营平台的产品运营经验，正直、有公信心与执行力；有激情，具有开拓、创新精神，能承受压力，喜欢有挑战性的工作。,本科,菜鸟-产品部-经营管理产品运营,杭州,三年以上,综合管理,产品类,菜鸟-采购平台产品运营-杭州,1、负责菜鸟采购平台的产品运营工作，支持菜鸟不同业务线，不同场景的采购需求实现平台化运营；2、围绕“体验、效率、风险”建设可沉淀、协同、发展的公司级的采购管理平台；3、通过数智化赋能提升采购管理水平，匹配业务多样化与产品、技术团队协作，不断优化和沉淀平台能力，并赋能新业务扩张。,http://alibaba.tupu360.com/social/position?pCode=YXPUTFgjQiN%2FBoNeftgt2g%3D%3D
1、有5年以上产品策划经验，超过3年的中台或者to b领域的产品策划经验；2、具备较强的市场&商业sense，有独立承担过跨团队商业化产品项目落地经验；3、具备较强的抽象和逻辑思考能力，且具备一定交互设计能力；4、有AI产品领域有相关工作经验优先考虑。,本科,菜鸟-产品部-经营管理中台-客服&会员产品-智能产品,杭州,五年以上,平台型,产品类,菜鸟-智能产品专家-杭州,1、负责公司智能化服务产品的相关模块的规划、设计&PRD撰写；2、根据公司战略要求和业务策略，负责挖掘智能化服务场景、搭建产品体系的整体规划；3、负责产品的全生命周期管理，包括前期需求调研，分析，设计，研发，推广，改进，达到业务目标；4、同各业务线及运营同学紧密合作，配合业务方完成业务规划，分析产品上线后的用户使用反馈、产品业务数据和业务流程，持续优化产品。,http://alibaba.tupu360.com/social/position?pCode=J%2F_Vsx2gZ79ts_6LPq_Org%3D%3D
"1. 非常熟悉中国出口中小企业或者海外买家对于跨境物流的需求及痛点；2. 能够用大数据和互联网技术构建满足B2B客户需求的解决方案；3. 具有大型企业级系统的构建或者实施经验；4. 客户导向，沟通及项目管理能力强；5. 本科及以上学历，英语口语能力好，有海外学习工作经验优先。1. Very familiar with China export SME or oversea buyers pain points in cross border logistics area.2. Experience in system product or solution architect using big data & internet technology.3. Enterprise application system solution architect or implementation experience.4. Customer oriented, strong communication and project management skill.5. Bachelor or above, fluent in English, oversea working experience is a pus.",本科,菜鸟-产品部-国际供应链产品,杭州,五年以上,用户型,产品类,菜鸟-国际B2B物流系统产品专家-国际产品,"1. 通过市场及客户需求分析， 为中小企业提供国际物流系统解决方案及相关产品；2. 制定产品规划和实施路线图，并能够与公司管理层及横向团队有效沟通获得支持；3. 从客户视角出发，针对客户需求及痛点进行产品规划并负责MRD文档及详细设计文档PRD的撰写；4. 负责大型跨团队的系统产品项目的管理，通过目标及客户价值驱动项目团队协同推进，完成目标。1. Research market and analyzing customer needs, to define global logistics system product and solution for SME customers.2. Define product roadmap and execution plan, be able to communicate to management team and peers for sign-off.3. Customer oriented, responsible for MRD and PRD documentation.4. Responsible for large-scale complex project management, drive cross team collaboration through objective and customer values.",http://alibaba.tupu360.com/social/position?pCode=zozx_UqFn6xW_0ToPQ9HdA%3D%3D
1、本科以上学历，三年以上工作经验，一年以上用户端产品经验优先；2、对快递行业有兴趣、爱研究；优秀的产品规划设计能力和项目管理能力，善于沟通和推进项目；3、逻辑思维强，善于数据分析和产品建模，有敏锐的发现用户需求的嗅觉，善于从数据中洞察用户行为动机；4、工作责任心强，有较强的创新精神、团队合作精神、沟通能力及高效的执行能力。,本科,菜鸟-产品部-裹裹产品-查件&多端,杭州,三年以上,用户型,产品类,菜鸟-裹裹用户产品专家-杭州,1、菜鸟裹裹用户端核心产品的规划与设计工作，服务上亿级消费者；2、研究快递行业的消费者收件、寄件行为，构建消费者体验最佳的快递服务产品；3、通过和运营、产品、技术等相关人员沟通协作，推动产品的持续迭代发展；,http://alibaba.tupu360.com/social/position?pCode=XIe%2F6DPVuovk1bCL543LWw%3D%3D
1.有多个WMS产品的设计经验，熟悉WMS产品结构(功能，模块，层次)；2.有WMS产品模块设计经验(产品化思维)；3.有用户思维，了解交互设计要点；4.精通常见的仓库布局，了解各种布局优缺点；并能提出运营优化建议；5.有项目管理能力，精通项目管理方法论，能推进项目落地。,本科,菜鸟-产品部-国内供应链产品-仓储产品,杭州,三年以上,平台型,产品类,菜鸟-仓储产品高级经理/产品专家-杭州,1.负责大宝行业解决方案的规划，产品设计和产品文档产出；2.结合菜鸟各仓储相关行业线特点设计产品，快速完成项目上线和推广，实现业务价值；3.定期分析菜鸟仓配服务竞品解决方案及发展情况，并形成对未来服务的规划；4.协同供应链端，建设数字化运营能力，包括劳动力数字化，成本收益数字化，效率数字化等。,http://alibaba.tupu360.com/social/position?pCode=pBuazDCe2mD6jYa99a7svQ%3D%3D
1、5-10年供应链或互联网相关经验。逻辑和表达清晰，敢于接受挑战和变化，能适应快节奏业务节奏，有项目及跨团队合作经验，团队合作精神和较强学习能力；2、负责多个大型零售/电商ERP产品建设，熟悉供应链全链条核心业务与产品（采购、销售、履约、库存管理）；3、有激情，有良好的逻辑性和结构性思维，具有商业敏感度；责任心强，良好的跨团队合作和组织协调能力，能够应对复杂产品线的挑战。,本科,菜鸟-产品部-国内供应链产品,杭州,五年以上,平台型,产品类,菜鸟-ERP产品专家-国内供应链,1、负责各行业线的商家erp产品研发，制定零售/平台电商模式在多业务场景(经销、代销、寄售等)供应链产品方案；2、根据各行业的核心供应链场景（采购、销售、履约、库存管理等）需求，负责建设商品、销售、采购、库存及寻源等供应链产品，高效协同；3、推动产品系统体系化和推进产品SAAS化。,http://alibaba.tupu360.com/social/position?pCode=vD0BEiritewZ_YZ1ni1iLw%3D%3D
1.有2年以上产品经历（toB/C不限），对用户中心、任务流、工作流协同等产品领域有成熟经验；2.有严谨的数据管理能力，能够通过数据抽象，清晰管理业务需求。,本科,菜鸟-产品部-国内供应链产品-乡村物流产品,杭州,二年以上,平台型,产品类,菜鸟-消费者产品经理/专家-菜鸟乡村,1.负责菜鸟乡村，末端快递站点运营中后台产品；2.根据团队的战略目标，培养服务乡镇市场的总部（效能）产品运营能力，设计统一、高效、容易上手的运营工具，协同不同部门的业务目标；3.面向业务过程，围绕人、场、货、设备等维度，沉淀数据画像进行商业分析，灵活服务不同运营需求。,http://alibaba.tupu360.com/social/position?pCode=1pco6TDmcLbFyqMJtPdfVQ%3D%3D
1.本科及以上学历，熟悉国内外主流WMS管理软件，有5年以上的产品设计和实施工作；2.较强的业务抽象能力，严密的逻辑性，优秀的产品化能力；3.良好的跨团队合作和协调能力，学习力强，具备较强的抗压性；4.有WMS产品从0到1设计经验优先。,本科,菜鸟-产品部-国际供应链产品,杭州,三年以上,用户型,产品类,菜鸟-国际仓储产品专家-国际产品,1.负责跨境WMS产品的规划、设计和方案文档产出；2.打造全链路数字化生产协同的产品能力，包含供应链计划、关仓配协同、异常管理、产能均衡等，实现劳动力、物料、货品管理的数字化；3.结合业务特点设计产品方案，完成产品快速上线和推广，实现业务目标；4.负责上线产品的持续跟踪，推动产品优化和创新，确保产品符合行业先进水平。,http://alibaba.tupu360.com/social/position?pCode=4I0tReUoHyO3o0deO7B_sQ%3D%3D
1，5年以上工作经验，有成功项目案例；2，能够很好的了解业务，具备业务建模、模型抽象能力。能够主动、自驱独立地工作，有复杂功能产品的0-1建设经验优先；3，具备一定的项目管理经验，良好沟通协同能力，数据敏感以业务为中心协同多方推动产品落地；,本科,菜鸟-产品部-经营管理中台,杭州,五年以上,用户型,产品类,菜鸟-服务中台产品专家 -经营管理中台,1，负责客服中台相关产品（工单、运营管理、客服工作台等）规划及设计，产品的迭代推进及落地2、深入业务、用户场景，进行梳理流程、业务抽象建模和产品功能设计；3、日常需求、项目产品PRD编写、Demo设计等；对整个产品的设计、开发、实施过程进行跟进管理保障交付；4、跟踪产品数据和效果，持续以用户为中心推进产品迭代；,http://alibaba.tupu360.com/social/position?pCode=0at_e7amSPIRIIHXHDhqfg%3D%3D
1、5年以上工作经验，具备电商行业供应链物流解决方案经历；2、对于供应链物流计划到执行体系有比较全面的了解以及相应的行业认知，有专精行业优先；3、在IBM、AC等咨询公司从事过零售或电商行业供应链咨询优先考虑。,本科,菜鸟-产品部-国内供应链产品-行业履行产品,杭州,五年以上,商业型,产品类,菜鸟-行业产品专家-杭州,1、具备电商行业视角，对于电商行业供应链链路从计划到执行能够进行解决方案设计；2、协同运营，面向商家的分层服务的多级供应链物流解决方案体系，售前方案设计；3、提供基于行业、商家的整体解决方案，解决商家痛点，为商家带来供应链物流增值。,http://alibaba.tupu360.com/social/position?pCode=EKhHhL_wLtJMlKp5H6ACAQ%3D%3D
1、本科学历以上，4年以上ERP实施经验，熟悉主数据、组织权限、供应商、合同、采购、库存、成本、财务、分销等模块；2、针对客户提出的问题，能进行深入分析并出具整体解决方案，针对客户的核心业务需求，有比较好的引导力；3、熟悉主流ERP产品和解决方案，有超过三个完整项目的独立实施经验，项目以零售业为主；4、优秀的业务分析、归纳、抽象能力和文档资料编写能力，娴熟的语言表达能力；5、优秀的项目干系人管理和实施推进能力；6、责任心强，勇于挑战、具备良好的逻辑思维能力，乐于在挑战性强、节奏快的环境下工作。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-CTO线-新零售技术事业群-数字供应链事业部-新零售ERP产品部-实施交付中心,杭州,四年以上,平台型,产品类,数字供应链事业部-实施专家-杭州,1、负责阿里体系各自营和平台业务项目的供应链产品实施交付工作；2、负责项目实施过程中的二次开发需求的梳理和撰写；3、沉淀和总结具有阿里特色的实施方法论和业务解决方案；4、其他交办事项。,http://alibaba.tupu360.com/social/position?pCode=z8cIlK5Q4gU9PWg9C%2Fs0pA%3D%3D
1、有较深的商家侧业务理解，在零售行业或供应链领域的运营管理、系统实施、解决方案等方面具备5年以上的经验，有B端产品经理或者主数据产品设计经验者优先；2. 具备较强的逻辑抽象归纳和快速学习能力，在复杂流程中梳理核心链路，思维和观察敏锐，善于思考；3、具备端到端的零售管理知识，对新零售变革有见解，对互联网和大数据赋能有较好体感；4、具备很强的业务和数据分析能力，从商业角度出发来看待问题，快速抓住核心要素；5、良好的表达能力和沟通能力，积极主动的做事风格，高效的执行能力，善于协调各方快速推进结果落地。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-CTO线-新零售技术事业群-数字供应链事业部-新零售ERP产品部-商业关系&ERP标准版,杭州,五年以上,平台型,产品类,数字供应链事业部-产品专家-商家管理,1、负责商家基础产品建设，对商家主数据产品有深刻理解，能够以平台化的视角设计不同类型商家入驻链路、商家组织结构，具备平台化产品架构设计能力，能独立承担商家主数据产品架构设计、产品规划、 以及实施路径，与业务、运营、技术等团队密切合作，推进商家主数据建设，把控项目进度，提升跨部门协作效率，推动产品项目建设，促成业务目标达成；2、 负责阿里集团零售自营业务的SRM供应商管理系统，基于天猫超市、国际直营、盒马、天猫出海等业务，设计各行业与供应商协同架构体系；3、整合阿里集团新零售供应链中台各项产品能力，如商家管理、采购管理、库存管理、账号权限、财务结算等，构建与供应商协同的整体解决方案；将供应商协同解决方案转化为可执行的项目，协调产品及技术团队资源，推进项目的落地和实施；,http://alibaba.tupu360.com/social/position?pCode=0uoESm1Zp0nh1AKltFVILQ%3D%3D
1.五年以上零售企业ERP实施经验。熟悉ERP系统基础功能模块者优先，如员工管理、账号管理、权限管理、流程管理、安全风控管理等；2.具备较强的逻辑抽象归纳和快速学习能力，在复杂流程中梳理核心链路，思维和观察敏锐，善于思考；3.良好的表达能力和沟通能力，积极主动的做事风格，高效的执行能力，善于协调各方快速推进结果落地；4.高度责任心，积极主动的创新意识，抗压的心理素质及承受能力。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-CTO线-新零售技术事业群-数字供应链事业部-新零售ERP产品部-商业关系&ERP标准版,杭州,五年以上,平台型,产品类,数字供应链事业部-产品专家-基础账号权限,1.从管理视角和风控视角，参照行业最佳实践，系统化梳理和分析流程与组织岗位模型架构，并能够以数据视角分析岗位建置、流程配置的合理性，提出ERP系统在账号管理、权限管理、流程管理等方面产品规划；2.分析新零售对ERP系统功能的需求并结合业务使用的实际场景，设计供应链中台账号管理、权限管理、流程管理相关的产品功能，编写需求文档，开发实施上线，并通过对流程的再造和岗位组织的调整建议，持续优化推动业务规范，持续运营与优化；3.分析平台各项运营指标数据，评估业务在使用过程中的产品功能及流程规范合理性，协助业务团队提升运营效率，梳理本质问题提出业务及产品改进方案。,http://alibaba.tupu360.com/social/position?pCode=EbUiBLjggf7aWxdtVYd8Yw%3D%3D
1、本科以上学历，5年及以上相关工作经验，对供应链的业务流程和数据比较熟悉，熟悉经营分析系统建设；2、有独立负责数据产品线经验，具备较强整体规划能力和细节的执行能力，有一定的业务分析能力；3、好的学习能力和创新意识，不拘泥于当前经验，乐于思考并通过新的方式解决问题，具有定义问题设计解决方案的能力；4、有比较好的数据概念抽象和总结能力，能够从商业应用视角设计产品体系，具有较强的产品架构能力；5、有电商经验和供应链经验者优先。,本科,阿里集团-CTO线-新零售技术事业群-数字供应链事业部-技术部-供应链数据-供应链数据中台数据产品,杭州,五年以上,平台型,产品类,数字供应链事业部-高级数据产品专家-杭州,1、负责阿里供应链指标和数据体系的建设与设计形成行业解决方案；2、整合行业业务需求，进行分类、汇总，甄别业务场景和价值，区分优先级；3、基于供应链流程，整理指标关系，找到供应链优化的驱动力；4、建设基于指标和数据集市的数据服务和数据预警体系，赋能产品和运营，提升供应链产品的核心竞争力；5、形成数据赋能产品和行业的方案，在不同的行业快速的实施和复用。,http://alibaba.tupu360.com/social/position?pCode=ZhLtLTrW9KPuedD_1rSLkg%3D%3D
1. 在零售相关行业有3年以上工作经验，熟悉零售行业的流程规范。有零售相关产品的管理和实施经验，能够独立完成方案设计和实施落地；2. 有较好平台化产品思路，对行业发展趋势有较好地见解；3. 有激情，有良好的逻辑性和结构性思维，具有商业敏感度；4. 责任心强，良好的跨团队合作和组织协调能力，能够应对复杂产品线的挑战。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-CTO线-新零售技术事业群-数字供应链事业部-供应链基础产品部,杭州,三年以上,平台型,产品类,数字供应链事业部-采购产品专家-ERP,1. 负责阿里集团零售自营业务中采购系统（计划到采退配报废执行）产品体系设计工作，将与供应商、品牌商、制造商，在商品、销售、采购、库存、生产、物流、结算、售后等供应链各环节建立统一数据共识，进行综合管理、高效协同；2. 与小二和外部商家进行调研，归纳总结业务流程，并提出场景化改进建议，同时输出可实施的产品方案，并协同开发测试团队完成最终方案实现和落地；3. 推动产品系统体系化和推进产品SAAS化；4. 把握业务需求和动向，持续改进产品。,http://alibaba.tupu360.com/social/position?pCode=VFaos2%2FkpKB5GGOofThPLQ%3D%3D
1、3-5年供应链或2B相关产品设计经验，熟悉互联网电商行业运作方式；2、有良好的商业敏感度，能够在复杂环境下灵活控制并推进分析相关合作项目；强逻辑思维能力、分析与洞察能和解问题的能力；3、能有数据化商品管理经验，能基于消费者和市场数据，找到品类机会；持续优化品类结构，品类角色，SKU效能，促进品类增长；持续改善市场内品类的表现。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-CTO线-新零售技术事业群-数字供应链事业部-新零售ERP产品部-渠道&行业解决方案,杭州,五年以上,平台型,产品类,数字供应链事业部-解决方案专家-零售行业,1. 分析重点业务关于品类管理的业务场景，梳理业务核心诉求及痛点，输出支撑业务目标达成的产品规划；2. 收集业务在品类结构管理、品类策略和单品运营策略等经各环节中的具体业务需求，编写产品功能文档，协同开发测试团队，支持整体落地上线工作，并协同业务团队进行持续运营和优化；3. 沉淀产品的平台能力，搭建合理的产品技术架构，并协同技术团队进行持续的架构演进和优化。,http://alibaba.tupu360.com/social/position?pCode=QYylgISly863OsDrMP9Lbg%3D%3D
1. 8年及以上的供应链产品、解决方案或行业运营经验。2. 具备端到端的供应链管理知识，熟悉快消美妆服饰行业、具备零售和电商知识体系。3. 具备很强地业务和数据分析能力，从商业角度出发来看待问题，快速抓住核心要素。4. 具备很强地逻辑思考能力，善于将抽象地思考概念落地成为具体的解决方案。5. 具备很强的自我学习和自我驱动能力，富有感染力和影响力。6. 有很好的沟通技巧和表述能力。7. 具备2年以上国际化工作背景，英文流利者，优先考虑。8. 具备5年以上的电商从业经验者，优先考虑。9 具备工商管理、贸易、财务、供应链管理、数学及相关硕士学位背景者，EMBA或MBA学历者，优先考虑。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-CTO线-新零售技术事业群-数字供应链事业部-行业解决方案&计划产品部,杭州,五年以上,平台型,产品类,阿里集团-高级解决方案专家-杭州,1  依据集团及各行业整体策略，协助阿里快消、美妆、服饰业务BU一起寻找、规划新零售突破的方向和规划。2. 熟悉和了解阿里相关业务BU整体规划和基本业务需求，整合新零售供应链平台的产品能力，形成整体的供应链解决方案。3. 将行业解决方案转化为可执行的产品需求方案，沟通和协调产品及技术团队资源，推进项目的落地。4. 帮助赋能国内商家，解决商家的供应链管理和运营痛点，成为商家可信任的合作伙伴。5. 定期回访和跟踪行业、商家的项目运营情况，向产品及技术部门及时反馈产品的改进方向。,
1、3-5年供应链或2B相关产品设计经验，熟悉互联网电商行业运作方式；2、有良好的商业敏感度，能够在复杂环境下灵活控制并推进分析相关合作项目；强逻辑思维能力、分析与洞察能和解问题的能力；3、逻辑性强，有良好的分析与洞察及问题解决能力，能够高效协同快速拿到结果；4、生鲜电商供应链经验者优先，国际分销领域2B平台经验优先。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-CTO线-新零售技术事业群-数字供应链事业部-新零售ERP产品部-渠道&行业解决方案,杭州,三年以上,平台型,产品类,数字供应链事业部-高级解决方案专家-零售行业,1.围绕集团数字农业战略，与业务团队梳理和制定发展规划，定义核心经营目标；2.围绕业务规划，设计产品解决方案和产品路径规划；3.开展数据化运营，提升商业决策质量以及工作效率，开拓新模式。,http://alibaba.tupu360.com/social/position?pCode=1iHC3aN%2Fm_jdifBiazUddg%3D%3D
1、本科及以上学历；五年以上互联网产品经验，独立负责过零售门店产品或零售渠道网络管理产品或门店营运产品或营销产品等相关产品的设计和实施。2、对新鲜事物有旺盛的好奇心，热爱探索和创新。思想上敢想，行动上敢造，能将想法快速落地并拿到业务结果。3、有激情，有良好的逻辑性和结构性思维，具有商业敏感度。,本科,阿里集团-天猫事业群-天猫消费电子事业部-行业解决方案-家装行业解决方案-数字化门店产品,杭州,五年以上,商业型,产品类,天猫消费电子-数字门店零售产品专家-杭州,1、负责天猫家装行业新零售场景，针对家装卖场、家装品牌门店的进行数字化升级，建立线上线下统一运营管理的数字化产品解决方案。2、围绕零售门店的各类场景如会员、收银、营销等，输出完整产品解决方案。核心产品单元：进销存管理、软硬POS核销开单、导购PAD、CRM客户运营、私域导购等数字化经营产品。3、深刻理解电商零售业务，把握业务需求，结构化抽象成产品解决方案，协同集团相关产品技术团队完成方案落地，推进达成业务目标。4、通过建设生态开放产品体系形成与行业各类零售系统商的开放合作，并不断迭代和建设开放产品体系。,http://alibaba.tupu360.com/social/position?pCode=2UAE4baAZWvfLtMbV4zcLw%3D%3D
1、具有大型软件产品设计或业务建模能力，熟悉PaaS、APaaS等平台型产品的设计方法，对系统架构原则、产品设计方法有体系化理解，所负责的产品相比业界同类产品有自身的特色和亮点；2、具备较好的业务理解能力和业务模型抽象能力，产品分析和架构设计能力，理解并运用业务和产品的衡量指标；3、团队合作能力强，有逻辑化思维，清晰表达，具备一定的项目管理技能，认同互联网和电商的前景，认同服务对于电商的价值 ，富有创业激情，认同以客户为中心的价值观。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-CCO线-集团客户体验事业部-客户体验中台-服务中台,杭州,八年以上,平台型,产品类,集团客户体验事业部-高级产品专家-客户体验中台-业务平台,负责中台产品的核心架构和顶层设计1、带领团队完成核心中台产品的构建及顶层设计，面向淘系、经济体、国际化及阿里云等多元的业务生态场景，抽象提炼最佳行业实践及中台能力，实现平台架构和分层设计；2、统筹中台产品及上下游，推动组织中台模式及机制的建立和推进；3、推进中台产品规模化和应用深度，产品通用能力可覆盖50%业务需求变化，提供开放扩展能力实现二方及三方需求自研。,http://alibaba.tupu360.com/social/position?pCode=%2FRGBRZy4Tm0zo_x3ZMbWng%3D%3D
1、大学本科或以上学历，英语口语沟通能力良好者优先；2、新零售、电商、出行、物流、跨境业务、票务、本地生活、金融等行业相关从业经验3-5年，对相关行业有较强的洞察力，了解所在公司的行业竞争力及关键业务；3、较好的业务架构、领域建模、产品分析和架构设计能力，能够抽象并搭建相关的业务和产品数据指标，为业务价值和产品价值提供准确的指北针；4、优秀的团队合作能力，清晰的逻辑思维，善于思考，较强的沟通能力，一定的项目管理技能，较好的创新意识，认同互联网前景，服务对于商业的价值及以客户为中心的价值观。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-CCO线-集团客户体验事业部-客户体验中台-服务中台,杭州,八年以上,平台型,产品类,集团客户体验事业部-高级产品专家-客户体验中台-解决方案产品,1、面向阿里经济体多元的业务生态场景，端到端负责业务战略和价值在服务侧的落地，包括但是不限于相关业务架构的细化、行业最佳；实践的提炼、行业产品架构的规划、产品设计和具体产品方案落地，对业务价值的评估、达成情况、效能及行业产品的规模化负责；2、作为中台产品一部分，助力中台能力沉淀和中台能力的高效输出，为组织不断的完善中台模式和方法论提供输入及最佳实践；3、同业务、方案、技术及中台其他产品团队保持高效的协同，在快速变化的环境中高效的整合资源，发现并解决问题，保障客户价值。,http://alibaba.tupu360.com/social/position?pCode=XmxiMPVEJ0KvYhYX07_xow%3D%3D
1、5年以上行业背景优先，在商业银行、互联网金融机构从事供应链金融产品经理岗位的经验不低于3年；2、熟悉银行相关业务流程、监管政策与法律法规；熟悉供应链金融领域的业务，有丰富中小微企业、供应链及金融资深工作背景； 3、有应收帐款保理融资、存货融资或预付款融资产品设计实践经验，组织过产品立项、设计、研发、推广应用及维护产品周期全过程；4、较强的逻辑思维和创新能力，富有工作热情，执行力强，具备较强抗压能力；5、熟悉SQL基本语言、较强的数据运营与商业判断能力。6、很强学习能力和沟通协调能力。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-CTO线-新零售技术事业群-数字供应链事业部-新零售ERP产品部-供应链金融,杭州,五年以上,平台型,产品类,数字供应链事业部-产品专家-供应链金融,1、基于互联网电子商务及供应链业务场景、客户需求，设计金融产品，制定所负责供应链金融产品线的发展规划和实施路线图；2、承担金融产品调研、商业分析、需求分析、产品设计落地及产品运营规划工作；3、协调、调动UED、技术、测试、业务场景方财税法等相关成员及合作银行完成产品设计、开发、运营全流程管理，达成商业目标；4、对金融产品最终产出、商业结果、客户体验负责；根据市场反馈和产品运营数据，持续改善优化产品。,http://alibaba.tupu360.com/social/position?pCode=yv_GXmcpfxQD86CZKMEAog%3D%3D
"1.7年以上工作经验，5年以上供应链或电商inbound产品设计经验，熟悉供应链计划、补货、库存等业务；2.有数据化运营、数据类产品规划经验，具备较强的分析总结能力，具备良好的数据呈现能力；3.具有商业敏感度，能对行业发展趋势做出准确的判断，能以平台化的思维处理不同业务线的产品建设；4. 良好的跨团队合作和组织协调能力,有激情、有责任感；5.英语沟通流利者优先。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。",本科,阿里集团-CTO线-新零售技术事业群-数字供应链事业部-供应链基础产品部,杭州,七年以上,平台型,产品类,数字供应链事业部-高级产品专家-物流协同,1.根据行业复杂的仓网布局(集货仓、区域仓、前置仓、商家仓、海外仓等），规划设计调拨&仓内业务产品，能跨客服、菜鸟、支付宝等BU协同，推进产品落地执行；2.对仓配提供的物流资源进行管理，提供供应链运营基于在架、供应商分层、时效、品类等不同管理需求的资源精细化管理，并通过预约完成供应链执行需求和物流资源的匹配；3.运营inbound核心指标，发现运营&产品风险&机会，推动跨团队优化。,http://alibaba.tupu360.com/social/position?pCode=%2FvWPyIXNmzdCegze24NPRQ%3D%3D
